327, 7, 14, 8, 19
328, 8, 2, 13, 6
329, 14, 15, 8, 6
330, 10, 1, 22, 23
331, 15, 6, 23, 17
332, 10, 11, 10, 25
333, 11, 4, 3, 19
334, 4, 7, 22, 22
335, 21, 1, 20, 8
336, 23, 9, 12, 15
337, 25, 13, 6, 5
338, 4, 5, 19, 9
339, 0, 10, 4, 23
340, 16, 6, 19, 18
341, 14, 7, 3, 18
342, 29, 0, 0, 12
343, 10, 11, 27, 9
344, 24, 4, 29, 14
345, 29, 2, 7, 5
346, 4, 4, 16, 16
347, 2, 0, 25, 11
348, 0, 7, 13, 22
349, 21, 8, 28, 24
350, 10, 6, 19, 1
351, 29, 15, 26, 11
352, 7, 15, 18, 7
353, 4, 4, 8, 10
354, 16, 4, 2, 11
355, 24, 14, 3, 25
356, 5, 15, 7, 18
357, 15, 10, 14, 0
358, 22, 7, 2, 14
359, 6, 2, 30, 12
360, 14, 9, 2, 1
361, 12, 9, 30, 10
362, 0, 2, 28, 16
363, 18, 0, 16, 8
364, 4, 14, 18, 5
365, 0, 8, 2, 1
366, 29, 12, 10, 7
367, 15, 15, 24, 1
368, 2, 2, 9, 1
369, 21, 15, 16, 19
370, 6, 0, 11, 12
371, 1, 5, 9, 4
372, 27, 8, 9, 9
373, 23, 7, 19, 3
374, 21, 14, 2, 0
375, 1, 0, 15, 20
376, 4, 5, 23, 14
377, 17, 13, 0, 19
378, 10, 6, 18, 4
379, 13, 14, 14, 21
380, 10, 10, 5, 14
381, 7, 9, 3, 1
382, 14, 2, 0, 10
383, 19, 0, 26, 14
384, 20, 6, 24, 20
385, 21, 12, 28, 16
386, 19, 10, 28, 4
387, 16, 12, 8, 8
388, 0, 8, 29, 7
389, 28, 8, 7, 13
390, 21, 3, 6, 25
391, 28, 6, 7, 0
392, 7, 5, 15, 2
393, 13, 15, 25, 15
394, 7, 4, 12, 14
395, 25, 2, 23, 4
396, 0, 8, 29, 6
397, 22, 8, 5, 2
398, 0, 15, 27, 16
399, 4, 9, 21, 8
400, 27, 9, 16, 16
401, 16, 6, 14, 0
402, 2, 9, 8, 19
403, 15, 11, 9, 1
404, 11, 2, 17, 2
405, 27, 0, 2, 12
406, 21, 2, 26, 16
407, 4, 9, 14, 2
408, 8, 15, 24, 23
409, 4, 10, 10, 25
410, 13, 2, 25, 2
411, 20, 2, 21, 6
412, 8, 11, 24, 24
413, 12, 9, 7, 17
414, 16, 8, 12, 19
415, 13, 9, 15, 21
416, 17, 3, 19, 6
417, 25, 9, 16, 3
418, 7, 10, 3, 10
419, 21, 15, 1, 2
420, 30, 5, 2, 9
421, 27, 15, 11, 0
422, 20, 8, 6, 19
423, 6, 3, 0, 3
424, 16, 6, 16, 21
425, 5, 9, 0, 11
426, 0, 15, 2, 14
427, 2, 5, 19, 17
428, 18, 14, 6, 1
429, 4, 5, 17, 25
430, 8, 6, 15, 21
431, 25, 7, 26, 15
432, 30, 1, 19, 0
433, 11, 15, 20, 0
434, 22, 10, 25, 13
435, 23, 4, 23, 2
436, 17, 12, 24, 10
437, 30, 13, 7, 10
438, 1, 10, 14, 16
439, 26, 5, 23, 18
440, 0, 13, 10, 6
441, 19, 12, 10, 19
442, 7, 2, 24, 5
443, 6, 4, 13, 6
444, 7, 9, 18, 8
445, 17, 1, 1, 11
446, 6, 3, 18, 5
447, 4, 8, 1, 23
448, 20, 2, 8, 11
449, 6, 3, 29, 14
450, 18, 8, 0, 11
451, 20, 12, 0, 11
452, 25, 11, 27, 10
453, 19, 7, 25, 19
454, 6, 5, 6, 17
455, 13, 9, 14, 1
456, 15, 13, 19, 23
457, 29, 7, 16, 20
458, 28, 10, 17, 12
459, 23, 8, 29, 15
460, 13, 12, 5, 19
461, 13, 15, 22, 4
462, 18, 12, 14, 10
463, 21, 13, 16, 17
464, 7, 0, 4, 11
465, 17, 4, 13, 4
466, 15, 13, 22, 1
467, 19, 5, 10, 22
468, 22, 15, 13, 8
469, 20, 12, 17, 4
470, 20, 14, 25, 24
471, 8, 8, 23, 21
472, 21, 2, 23, 0
473, 1, 9, 6, 3
474, 26, 1, 20, 8
475, 21, 7, 3, 21
476, 6, 7, 24, 24
477, 8, 3, 25, 13
478, 28, 6, 0, 17
479, 20, 1, 13, 6
480, 2, 8, 23, 10
481, 18, 14, 11, 4
482, 8, 2, 22, 13
483, 23, 0, 26, 25
484, 7, 3, 28, 22
485, 21, 3, 20, 24
486, 13, 9, 20, 20
487, 6, 1, 18, 13
488, 24, 0, 13, 7
489, 19, 6, 26, 10
490, 6, 10, 16, 25
491, 20, 2, 29, 0
492, 28, 9, 14, 6
493, 24, 9, 0, 8
494, 26, 13, 13, 17
495, 16, 7, 18, 24
496, 12, 4, 5, 14
497, 6, 1, 17, 7
498, 8, 6, 29, 9
499, 25, 12, 24, 12
500, 16, 8, 8, 3
501, 24, 11, 17, 23
502, 3, 2, 1, 23
503, 1, 11, 13, 18
504, 29, 6, 9, 16
505, 1, 0, 23, 15
506, 5, 3, 25, 14
507, 18, 10, 16, 4
508, 25, 14, 1, 14
509, 28, 11, 25, 6
510, 19, 12, 30, 21
511, 13, 9, 7, 15
512, 5, 3, 26, 0
513, 27, 11, 2, 6
514, 8, 13, 20, 5
515, 12, 11, 24, 2
516, 15, 11, 25, 13
517, 0, 15, 10, 24
518, 16, 2, 2, 13
519, 1, 15, 2, 12
520, 11, 10, 5, 10
521, 9, 10, 27, 4
522, 5, 3, 11, 11
523, 2, 4, 22, 7
524, 21, 9, 8, 5
525, 14, 12, 4, 19
526, 20, 8, 5, 4
527, 23, 1, 11, 21
528, 25, 4, 7, 25
529, 2, 3, 26, 3
530, 18, 1, 10, 19
531, 14, 0, 28, 20
532, 25, 10, 0, 22
533, 15, 13, 3, 24
534, 12, 8, 29, 10
535, 20, 9, 22, 6
536, 28, 7, 10, 7
537, 4, 9, 10, 2
538, 11, 10, 12, 4
539, 22, 13, 29, 13
540, 7, 0, 19, 2
541, 17, 2, 2, 18
542, 26, 2, 13, 16
543, 4, 8, 12, 8
544, 16, 6, 19, 10
545, 2, 8, 5, 10
546, 24, 13, 19, 25
547, 3, 2, 24, 7
548, 19, 12, 28, 17
549, 21, 2, 8, 10
550, 1, 4, 12, 18
551, 18, 4, 1, 12
552, 27, 2, 11, 16
553, 4, 10, 1, 16
554, 29, 5, 8, 23
555, 29, 7, 20, 15
556, 10, 1, 30, 11
557, 29, 9, 2, 0
558, 28, 2, 25, 2
559, 3, 8, 20, 24
560, 24, 10, 4, 23
561, 21, 3, 20, 13
562, 0, 6, 28, 4
563, 23, 7, 25, 17
564, 7, 1, 17, 1
565, 6, 15, 24, 12
566, 2, 4, 24, 25
567, 7, 11, 9, 8
568, 4, 13, 22, 16
569, 9, 8, 22, 24
570, 26, 6, 13, 25
571, 23, 15, 27, 6
572, 6, 5, 17, 24
573, 28, 13, 11, 1
574, 8, 0, 19, 14
575, 15, 3, 21, 7
576, 12, 2, 3, 23
577, 17, 13, 10, 14
578, 13, 5, 10, 4
579, 28, 6, 27, 18
580, 7, 11, 13, 5
581, 20, 15, 28, 20
582, 14, 9, 11, 6
583, 24, 12, 22, 6
584, 17, 4, 24, 17
585, 21, 3, 28, 20
586, 19, 13, 8, 18
587, 8, 1, 4, 3
588, 4, 1, 3, 9
589, 9, 1, 11, 14
590, 5, 10, 3, 9
591, 14, 15, 26, 23
592, 19, 8, 28, 18
593, 23, 12, 24, 0
594, 8, 15, 12, 18
595, 25, 13, 17, 1
596, 4, 12, 21, 20
597, 23, 1, 0, 3
598, 8, 1, 21, 12
599, 1, 6, 11, 2
600, 26, 15, 13, 8
601, 13, 8, 18, 15
602, 25, 12, 15, 16
603, 27, 13, 24, 2
604, 23, 8, 1, 22
605, 22, 12, 23, 7
606, 11, 8, 6, 20
607, 19, 13, 7, 19
608, 1, 7, 9, 22
609, 24, 15, 18, 16
610, 24, 10, 21, 0
611, 25, 10, 24, 23
612, 0, 7, 17, 3
613, 4, 9, 8, 18
614, 20, 4, 21, 16
615, 12, 4, 14, 16
616, 29, 5, 8, 5
617, 21, 5, 0, 22
618, 5, 11, 19, 23
619, 21, 14, 29, 4
620, 21, 14, 10, 12
621, 24, 2, 24, 7
622, 17, 2, 20, 21
623, 14, 12, 26, 2
624, 9, 1, 23, 10
625, 21, 15, 0, 22
626, 21, 9, 26, 2
627, 1, 15, 6, 4
628, 2, 4, 14, 23
629, 25, 11, 14, 21
630, 21, 8, 30, 17
631, 20, 2, 9, 21
632, 27, 8, 0, 7
633, 14, 12, 3, 10
634, 3, 5, 1, 0
635, 25, 7, 21, 6
636, 13, 3, 14, 8
637, 9, 2, 6, 15
638, 22, 0, 9, 6
639, 29, 0, 17, 16
640, 27, 9, 8, 20
641, 1, 8, 13, 6
642, 8, 11, 16, 7
643, 15, 11, 1, 0
644, 23, 14, 17, 25
645, 7, 3, 11, 7
646, 1, 9, 23, 14
647, 8, 5, 12, 25
648, 18, 3, 4, 12
649, 3, 6, 29, 22
650, 3, 1, 13, 8
651, 13, 3, 7, 5
652, 19, 1, 14, 6
653, 14, 0, 4, 0
654, 6, 15, 19, 1
655, 29, 12, 20, 19
656, 2, 13, 17, 14
657, 16, 9, 3, 21
658, 23, 10, 19, 13
659, 29, 3, 23, 24
660, 2, 13, 3, 16
661, 23, 9, 18, 23
662, 18, 10, 2, 3
663, 19, 5, 12, 6
664, 7, 9, 7, 23
665, 26, 11, 22, 3
666, 5, 3, 26, 10
667, 10, 10, 28, 25
668, 21, 0, 22, 0
669, 12, 14, 23, 7
670, 17, 5, 14, 11
671, 19, 7, 24, 16
672, 16, 12, 12, 23
673, 29, 2, 0, 20
674, 26, 9, 29, 23
675, 17, 0, 15, 2
676, 30, 0, 1, 25
677, 16, 6, 11, 15
678, 5, 3, 25, 5
679, 9, 15, 18, 21
680, 5, 13, 20, 14
681, 25, 10, 24, 7
682, 1, 3, 7, 22
683, 18, 1, 8, 16
684, 11, 15, 26, 18
685, 26, 10, 22, 7
686, 5, 14, 25, 12
687, 12, 10, 24, 19
688, 8, 6, 15, 16
689, 21, 2, 13, 12
690, 10, 8, 23, 11
691, 27, 13, 22, 22
692, 16, 11, 9, 17
693, 18, 7, 20, 22
694, 16, 7, 5, 6
695, 10, 11, 12, 11
696, 0, 10, 27, 15
697, 16, 5, 14, 10
698, 28, 12, 16, 7
699, 12, 6, 10, 23
700, 24, 9, 14, 14
701, 29, 8, 26, 10
702, 12, 1, 18, 6
703, 18, 8, 0, 12
704, 9, 12, 2, 2
705, 25, 14, 20, 25
706, 2, 7, 1, 1
707, 14, 1, 2, 25
708, 19, 12, 2, 7
709, 4, 14, 22, 20
710, 23, 5, 1, 25
711, 15, 12, 14, 15
712, 12, 10, 26, 11
713, 14, 15, 14, 6
714, 16, 14, 17, 23
715, 17, 4, 11, 7
716, 6, 11, 0, 1
717, 13, 5, 23, 1
718, 2, 6, 6, 12
719, 22, 11, 13, 6
720, 3, 6, 27, 2
721, 15, 10, 11, 25
722, 1, 14, 1, 1
723, 29, 7, 3, 23
724, 29, 12, 2, 21
725, 26, 4, 11, 10
726, 14, 2, 18, 6
727, 12, 8, 12, 3
728, 26, 11, 7, 6
729, 20, 1, 7, 6
730, 24, 9, 12, 2
731, 25, 11, 9, 13
732, 1, 6, 28, 3
733, 24, 1, 20, 9
734, 8, 4, 22, 8
735, 19, 5, 7, 18
736, 17, 8, 1, 9
737, 22, 9, 1, 24
738, 1, 8, 25, 4
739, 12, 12, 18, 13
740, 5, 9, 8, 8
741, 29, 12, 15, 13
742, 2, 13, 27, 7
743, 1, 1, 29, 13
744, 23, 4, 14, 24
745, 7, 9, 17, 18
746, 30, 15, 25, 18
747, 6, 8, 0, 17
748, 6, 10, 7, 18
749, 0, 0, 8, 13
750, 21, 2, 1, 14
751, 23, 7, 23, 12
752, 4, 2, 13, 1
753, 8, 9, 10, 20
754, 17, 0, 14, 22
755, 26, 8, 0, 14
756, 28, 10, 18, 24
757, 10, 0, 30, 23
758, 21, 2, 18, 16
759, 30, 2, 27, 11
760, 6, 9, 1, 25
761, 7, 4, 1, 16
762, 14, 0, 15, 22
763, 5, 3, 26, 0
764, 1, 11, 5, 23
765, 15, 12, 27, 10
766, 20, 8, 13, 20
767, 5, 0, 13, 10
768, 14, 14, 24, 13
769, 6, 3, 5, 15
770, 17, 14, 16, 6
771, 17, 4, 10, 1
772, 14, 15, 27, 15
773, 27, 14, 17, 3
774, 28, 7, 4, 2
775, 7, 7, 11, 15
776, 26, 10, 12, 4
777, 1, 10, 30, 1
778, 1, 4, 4, 21
779, 6, 14, 22, 15
780, 4, 3, 18, 12
781, 28, 10, 16, 3
782, 1, 1, 29, 10
783, 22, 0, 18, 19
784, 4, 11, 26, 24
785, 25, 0, 24, 9
786, 15, 7, 16, 15
787, 25, 1, 29, 3
788, 10, 15, 13, 8
789, 19, 6, 0, 18
790, 12, 3, 16, 12
791, 3, 13, 18, 18
792, 10, 0, 12, 16
793, 29, 9, 29, 2
794, 7, 13, 1, 7
795, 26, 13, 28, 18
796, 20, 6, 13, 18
797, 30, 9, 12, 10
798, 17, 15, 1, 11
799, 24, 9, 7, 21
800, 11, 10, 24, 5
801, 22, 0, 15, 5
802, 24, 5, 29, 5
803, 10, 0, 29, 9
804, 17, 2, 25, 25
805, 11, 11, 0, 13
806, 17, 11, 23, 0
807, 14, 4, 14, 15
808, 5, 10, 16, 21
809, 0, 2, 20, 10
810, 2, 3, 24, 13
811, 22, 15, 6, 23
812, 29, 5, 3, 15
813, 25, 2, 16, 22
814, 16, 13, 29, 19
815, 30, 12, 23, 16
816, 20, 0, 9, 12
817, 29, 11, 18, 15
818, 4, 15, 15, 3
819, 27, 7, 12, 11
820, 24, 6, 24, 0
821, 4, 14, 10, 25
822, 12, 1, 24, 2
823, 22, 1, 26, 24
824, 4, 3, 29, 23
825, 14, 1, 16, 25
826, 21, 1, 7, 19
827, 7, 6, 30, 20
828, 30, 1, 22, 4
829, 25, 1, 13, 2
830, 25, 15, 15, 2
831, 8, 8, 22, 21
832, 9, 13, 19, 12
833, 22, 9, 14, 24
834, 10, 14, 25, 23
835, 26, 12, 8, 5
836, 16, 6, 16, 6
837, 20, 2, 11, 0
838, 6, 0, 13, 4
839, 3, 5, 28, 14
840, 0, 15, 11, 25
841, 19, 0, 15, 20
842, 12, 15, 26, 22
843, 4, 7, 1, 14
844, 11, 8, 17, 23
845, 16, 13, 4, 24
846, 19, 0, 26, 14
847, 14, 7, 17, 12
848, 4, 12, 0, 10
849, 14, 4, 26, 11
850, 4, 15, 17, 19
851, 28, 7, 20, 2
852, 16, 8, 30, 5
853, 0, 14, 17, 16
854, 17, 15, 22, 24
855, 15, 12, 9, 21
856, 17, 3, 1, 23
857, 25, 8, 30, 25
858, 17, 9, 10, 9
859, 12, 9, 11, 7
860, 4, 1, 16, 18
861, 6, 2, 30, 4
862, 24, 3, 24, 12
863, 4, 14, 25, 16
864, 13, 12, 28, 23
865, 8, 9, 26, 18
866, 24, 3, 24, 6
867, 5, 6, 29, 21
868, 12, 4, 22, 0
869, 20, 13, 0, 24
870, 17, 1, 18, 15
871, 22, 5, 24, 15
872, 9, 8, 15, 12
873, 0, 3, 7, 21
874, 11, 12, 19, 24
875, 19, 8, 10, 18
876, 11, 2, 9, 23
877, 5, 5, 8, 13
878, 17, 5, 9, 18
879, 20, 12, 12, 0
880, 20, 11, 0, 6
881, 14, 5, 15, 25
882, 6, 14, 15, 14
883, 29, 12, 21, 2
884, 13, 5, 19, 14
885, 14, 13, 1, 15
886, 22, 7, 19, 2
887, 13, 13, 27, 0
888, 12, 12, 1, 9
889, 2, 0, 18, 5
890, 16, 13, 2, 12
891, 1, 11, 24, 15
892, 19, 14, 0, 15
893, 30, 5, 13, 6
894, 20, 12, 24, 19
895, 22, 15, 2, 12
896, 2, 9, 1, 12
897, 14, 4, 24, 8
898, 27, 15, 17, 7
899, 26, 11, 19, 7
900, 17, 3, 10, 23
901, 1, 9, 29, 13
902, 22, 6, 0, 20
903, 15, 5, 1, 2
904, 0, 13, 0, 16
905, 6, 11, 15, 15
906, 0, 12, 18, 13
907, 13, 5, 5, 5
908, 17, 11, 24, 13
909, 19, 1, 14, 8
910, 27, 0, 30, 17
911, 2, 15, 26, 20
912, 9, 1, 10, 2
913, 14, 7, 17, 11
914, 17, 7, 7, 21
915, 6, 6, 18, 25
916, 12, 10, 20, 25
917, 8, 5, 30, 8
918, 22, 10, 14, 5
919, 28, 12, 30, 10
920, 20, 14, 15, 8
921, 12, 12, 9, 24
922, 16, 15, 26, 2
923, 24, 13, 27, 17
924, 2, 6, 2, 24
925, 23, 1, 22, 25
926, 24, 10, 7, 21
927, 28, 1, 9, 21
928, 10, 2, 18, 14
929, 12, 10, 11, 20
930, 2, 5, 6, 1
931, 24, 8, 1, 6
932, 28, 10, 10, 25
933, 12, 12, 20, 14
934, 26, 13, 27, 0
935, 10, 15, 26, 21
936, 25, 2, 18, 15
937, 13, 9, 14, 2
938, 27, 15, 26, 18
939, 11, 5, 13, 11
940, 16, 0, 1, 14
941, 18, 1, 18, 13
942, 19, 7, 0, 2
943, 22, 1, 5, 5
944, 13, 4, 17, 23
945, 20, 4, 17, 3
946, 18, 9, 10, 13
947, 1, 0, 16, 8
948, 3, 9, 6, 24
949, 5, 4, 3, 25
950, 8, 5, 17, 10
951, 29, 3, 22, 1
952, 0, 15, 11, 19
953, 3, 12, 24, 2
954, 13, 3, 1, 24
955, 28, 6, 18, 8
956, 1, 9, 25, 6
957, 16, 7, 23, 17
958, 3, 1, 20, 13
959, 18, 8, 29, 1
960, 20, 2, 7, 4
961, 3, 5, 18, 18
962, 8, 14, 13, 6
963, 1, 0, 17, 3
964, 2, 15, 13, 13
965, 4, 10, 8, 17
966, 17, 14, 20, 5
967, 7, 2, 11, 13
968, 5, 5, 13, 10
969, 3, 15, 28, 10
970, 9, 1, 9, 25
971, 27, 15, 1, 10
972, 18, 1, 8, 19
973, 0, 5, 18, 8
974, 30, 11, 28, 17
975, 17, 0, 27, 4
976, 3, 11, 17, 23
977, 24, 2, 11, 11
978, 11, 7, 6, 1
979, 19, 7, 16, 14
980, 10, 13, 22, 13
981, 29, 5, 14, 5
982, 11, 6, 24, 9
983, 30, 8, 8, 6
984, 23, 13, 19, 23
985, 26, 8, 26, 24
986, 21, 8, 9, 4
987, 2, 5, 28, 11
988, 14, 14, 22, 3
989, 0, 12, 18, 7
990, 20, 5, 24, 8
991, 0, 6, 21, 14
992, 27, 8, 21, 19
993, 27, 4, 14, 19
994, 12, 1, 25, 8
995, 27, 5, 22, 16
996, 6, 11, 13, 24
997, 8, 2, 26, 19
998, 2, 4, 2, 15
999, 29, 5, 28, 0
